review_id,order_id,customer_id,rating,review_text
RV01911,O07288,C00486,4,Really good experience overall.
RV01912,O02853,C01712,2,Not happy with the delivery experience.
RV01913,O06139,C00139,4,Really good experience overall.
RV01914,O04102,C00520,4,Good food and the delivery was on time.
RV01915,O09259,C01221,4,"Good service, just a minor delay."
RV01916,O01237,C01722,2,Food was cold when it arrived.
RV01917,O02734,C01375,5,Everything was perfect and arrived on time.
RV01918,O07023,C00696,5,Amazing food and great delivery experience.
RV01919,O03429,C01413,4,Really good experience overall.
RV01920,O09466,C01529,5,"Loved the food, would definitely order again."
RV01921,O09324,C00367,1,Food was disappointing and delivery was extremely slow.
RV01922,O07609,C00544,5,Food was excellent and delivery was very quick.
RV01923,O03419,C01733,4,"Good service, just a minor delay."
RV01924,O05650,C01426,5,Food was excellent and delivery was very quick.
RV01925,O02960,C00618,2,Delivery was late and the food was not very good.
RV01926,O07726,C00826,4,Food was tasty and delivery was smooth.
RV01927,O04580,C00624,5,"Loved the food, would definitely order again."
RV01928,O06774,C01352,3,Food was decent but could have been better.
RV01929,O08745,C00843,4,Really good experience overall.
RV01930,O02845,C00245,2,Food was cold when it arrived.
RV01931,O02879,C01478,5,Everything was perfect and arrived on time.
RV01932,O07474,C00355,3,Food was okay but delivery took some time.
RV01933,O03811,C01200,2,Food was cold when it arrived.
RV01934,O07309,C00740,4,Good food and the delivery was on time.
RV01935,O02210,C00606,3,Food was decent but could have been better.
RV01936,O03927,C01213,5,"Loved the food, would definitely order again."
RV01937,O02844,C00017,5,"Loved the food, would definitely order again."
RV01938,O09245,C00832,4,"Good service, just a minor delay."
RV01939,O00774,C01314,1,"Terrible experience, food arrived very late."
RV01940,O03496,C00677,3,The order was fine overall.
RV01941,O04556,C00327,1,Very late delivery and the food was cold.
RV01942,O02191,C00653,5,Amazing food and great delivery experience.
RV01943,O09972,C00649,3,Food was decent but could have been better.
RV01944,O06630,C01027,5,Amazing food and great delivery experience.
RV01945,O06605,C01293,3,Food was decent but could have been better.
RV01946,O01568,C01046,4,"Good service, just a minor delay."
RV01947,O01816,C00440,1,"Terrible experience, food arrived very late."
RV01948,O04412,C01104,5,Everything was perfect and arrived on time.
RV01949,O09110,C01530,4,"Good service, just a minor delay."
RV01950,O02130,C00792,2,Food was cold when it arrived.
RV01951,O01057,C01897,5,Amazing food and great delivery experience.
RV01952,O07828,C01030,3,Food was decent but could have been better.
RV01953,O05325,C01380,1,Food was disappointing and delivery was extremely slow.
RV01954,O03481,C01797,4,Good food and the delivery was on time.
RV01955,O01550,C01906,3,The order was fine overall.
RV01956,O08017,C00996,5,Food was excellent and delivery was very quick.
RV01957,O04298,C00922,2,The order was delayed and disappointing.
RV01958,O04055,C00423,3,Food was okay but delivery took some time.
RV01959,O02406,C01254,4,Food was tasty and delivery was smooth.
RV01960,O07492,C00447,5,Everything was perfect and arrived on time.
RV01961,O02355,C01060,3,Food was okay but delivery took some time.
RV01962,O07124,C01382,4,Really good experience overall.
RV01963,O06683,C00723,2,Food was cold when it arrived.
RV01964,O05264,C01459,2,Food was cold when it arrived.
RV01965,O04420,C01193,5,Everything was perfect and arrived on time.
RV01966,O04634,C01978,3,The order was fine overall.
RV01967,O03493,C01007,4,Food was tasty and delivery was smooth.
RV01968,O00250,C01468,2,The order was delayed and disappointing.
RV01969,O03519,C00619,3,"Average experience, nothing special."
RV01970,O07962,C00633,4,Really good experience overall.
RV01971,O09586,C01444,1,"Very poor service, would not order again."
RV01972,O03817,C00864,3,Food was decent but could have been better.
RV01973,O02839,C01754,3,Food was decent but could have been better.
RV01974,O09473,C01791,2,Not happy with the delivery experience.
RV01975,O00146,C01034,3,"Average experience, nothing special."
RV01976,O07395,C01460,4,Food was tasty and delivery was smooth.
RV01977,O01427,C00240,5,Amazing food and great delivery experience.
RV01978,O00605,C01328,3,Food was okay but delivery took some time.
RV01979,O01656,C01776,4,Food was tasty and delivery was smooth.
RV01980,O07549,C01252,1,Food was disappointing and delivery was extremely slow.
RV01981,O02438,C01437,4,Food was tasty and delivery was smooth.
RV01982,O07121,C00575,4,Really good experience overall.
RV01983,O08104,C01845,4,Good food and the delivery was on time.
RV01984,O01101,C01131,4,Really good experience overall.
RV01985,O08139,C01466,5,"Loved the food, would definitely order again."
RV01986,O08031,C00898,1,"Very poor service, would not order again."
RV01987,O07009,C00397,1,Very late delivery and the food was cold.
RV01988,O08060,C00301,5,"Loved the food, would definitely order again."
RV01989,O08513,C00117,4,"Good service, just a minor delay."
RV01990,O07548,C00434,3,"Average experience, nothing special."
RV01991,O08320,C01891,5,Everything was perfect and arrived on time.
RV01992,O00820,C00982,4,Good food and the delivery was on time.
RV01993,O05067,C01710,4,Good food and the delivery was on time.
RV01994,O03656,C00987,4,Good food and the delivery was on time.
RV01995,O08256,C01430,5,Amazing food and great delivery experience.
RV01996,O01768,C01657,3,"Average experience, nothing special."
RV01997,O04113,C00113,5,"Loved the food, would definitely order again."
RV01998,O03993,C01407,3,"Average experience, nothing special."
RV01999,O07084,C01972,4,Good food and the delivery was on time.
RV02000,O05540,C00942,5,Food was excellent and delivery was very quick.
RV02001,O09614,C01754,4,"Good service, just a minor delay."
RV02002,O04686,C01267,2,Delivery was late and the food was not very good.
RV02003,O08183,C01185,5,Amazing food and great delivery experience.
RV02004,O01274,C00869,5,Food was excellent and delivery was very quick.
RV02005,O03205,C00135,2,Food was cold when it arrived.
RV02006,O00628,C01593,4,Good food and the delivery was on time.
RV02007,O06674,C01572,3,The order was fine overall.
RV02008,O09890,C00416,4,Really good experience overall.
RV02009,O06111,C01784,2,Food was cold when it arrived.
RV02010,O02220,C01102,5,Amazing food and great delivery experience.
RV02011,O04783,C00593,5,Amazing food and great delivery experience.
RV02012,O03621,C00348,3,"Average experience, nothing special."
RV02013,O00999,C00395,3,The order was fine overall.
RV02014,O01973,C00626,4,Good food and the delivery was on time.
RV02015,O05065,C01448,4,Good food and the delivery was on time.
RV02016,O02810,C01878,3,Food was okay but delivery took some time.
RV02017,O00323,C00520,1,"Terrible experience, food arrived very late."
RV02018,O02050,C00593,3,The order was fine overall.
RV02019,O01053,C00334,4,Really good experience overall.
RV02020,O08180,C00711,4,Really good experience overall.
RV02021,O02016,C00107,5,Everything was perfect and arrived on time.
RV02022,O05192,C00610,3,The order was fine overall.
RV02023,O08629,C00123,5,Amazing food and great delivery experience.
RV02024,O06313,C00378,1,Very late delivery and the food was cold.
RV02025,O01797,C00489,4,Really good experience overall.
RV02026,O02347,C01556,4,"Good service, just a minor delay."
RV02027,O06753,C00945,5,Amazing food and great delivery experience.
RV02028,O02342,C00040,3,Food was okay but delivery took some time.
RV02029,O07045,C00292,4,"Good service, just a minor delay."
RV02030,O05383,C01624,4,Really good experience overall.
RV02031,O03414,C00331,5,Amazing food and great delivery experience.
RV02032,O00836,C01603,5,Amazing food and great delivery experience.
RV02033,O07385,C00180,5,Amazing food and great delivery experience.
RV02034,O03995,C01429,4,Food was tasty and delivery was smooth.
RV02035,O07804,C00166,4,Food was tasty and delivery was smooth.
RV02036,O03684,C00783,2,The order was delayed and disappointing.
RV02037,O08806,C01327,5,Food was excellent and delivery was very quick.
RV02038,O01209,C01554,3,The order was fine overall.
RV02039,O04402,C00649,4,Really good experience overall.
RV02040,O06394,C01616,5,Food was excellent and delivery was very quick.
RV02041,O06376,C00786,2,Not happy with the delivery experience.
RV02042,O09492,C00391,5,Amazing food and great delivery experience.
RV02043,O02410,C00354,2,The order was delayed and disappointing.
RV02044,O05311,C00311,3,"Average experience, nothing special."
RV02045,O02572,C00466,4,Food was tasty and delivery was smooth.
RV02046,O02682,C01452,5,Food was excellent and delivery was very quick.
RV02047,O07092,C01533,5,Everything was perfect and arrived on time.
RV02048,O08539,C00844,5,Everything was perfect and arrived on time.
RV02049,O01501,C00162,3,Food was decent but could have been better.
RV02050,O02984,C00857,5,Amazing food and great delivery experience.
RV02051,O07031,C00054,5,"Loved the food, would definitely order again."
RV02052,O04675,C00872,1,Very late delivery and the food was cold.
RV02053,O01461,C01914,3,Food was okay but delivery took some time.
RV02054,O04094,C01585,5,"Loved the food, would definitely order again."
RV02055,O02037,C01386,3,"Average experience, nothing special."
RV02056,O01262,C00046,5,"Loved the food, would definitely order again."
RV02057,O02613,C00959,4,"Good service, just a minor delay."
RV02058,O03549,C00053,4,Food was tasty and delivery was smooth.
RV02059,O07066,C01006,2,Not happy with the delivery experience.
RV02060,O03831,C01601,2,Not happy with the delivery experience.
RV02061,O07714,C01414,5,"Loved the food, would definitely order again."
RV02062,O08250,C00898,5,"Loved the food, would definitely order again."
RV02063,O06890,C00527,2,The order was delayed and disappointing.
RV02064,O02769,C01295,2,Not happy with the delivery experience.
RV02065,O00530,C00378,5,Food was excellent and delivery was very quick.
RV02066,O08820,C00859,5,Everything was perfect and arrived on time.
RV02067,O04539,C01965,2,Not happy with the delivery experience.
RV02068,O00655,C01708,4,Really good experience overall.
RV02069,O03509,C00843,5,"Loved the food, would definitely order again."
RV02070,O04218,C00562,4,"Good service, just a minor delay."
RV02071,O06660,C01473,2,Delivery was late and the food was not very good.
RV02072,O03031,C01621,4,Food was tasty and delivery was smooth.
RV02073,O05073,C01565,3,Food was decent but could have been better.
RV02074,O08071,C01336,4,Good food and the delivery was on time.
RV02075,O01922,C00754,5,"Loved the food, would definitely order again."
RV02076,O05871,C00010,4,Really good experience overall.
RV02077,O07035,C00616,2,Food was cold when it arrived.
RV02078,O03403,C01259,5,Everything was perfect and arrived on time.
RV02079,O07445,C01055,3,"Average experience, nothing special."
RV02080,O02374,C01062,1,"Very poor service, would not order again."
RV02081,O04125,C01853,2,Delivery was late and the food was not very good.
RV02082,O06526,C00020,4,Food was tasty and delivery was smooth.
RV02083,O03277,C01496,5,Everything was perfect and arrived on time.
RV02084,O04193,C00927,5,Amazing food and great delivery experience.
RV02085,O06372,C01723,3,The order was fine overall.
RV02086,O05487,C00173,4,Good food and the delivery was on time.
RV02087,O06640,C01937,4,Good food and the delivery was on time.
RV02088,O09758,C01887,1,Very late delivery and the food was cold.
RV02089,O07207,C00394,5,"Loved the food, would definitely order again."
RV02090,O00897,C01965,3,Food was okay but delivery took some time.
RV02091,O00569,C00405,4,"Good service, just a minor delay."
RV02092,O03495,C01807,1,"Terrible experience, food arrived very late."
RV02093,O08001,C01336,2,Delivery was late and the food was not very good.
RV02094,O02195,C00851,3,Food was okay but delivery took some time.
RV02095,O00034,C01280,3,The order was fine overall.
RV02096,O05009,C00546,3,Food was okay but delivery took some time.
RV02097,O04731,C01042,3,Food was okay but delivery took some time.
RV02098,O02869,C01579,5,"Loved the food, would definitely order again."
RV02099,O04730,C00528,1,Very late delivery and the food was cold.
RV02100,O00271,C00057,4,Really good experience overall.
RV02101,O09794,C00509,2,Not happy with the delivery experience.
RV02102,O07725,C01587,5,Food was excellent and delivery was very quick.
RV02103,O09426,C00453,5,Food was excellent and delivery was very quick.
RV02104,O00229,C00976,4,Good food and the delivery was on time.
RV02105,O08570,C00318,4,Good food and the delivery was on time.
RV02106,O06279,C01984,1,Very late delivery and the food was cold.
RV02107,O06087,C01608,4,"Good service, just a minor delay."
RV02108,O05568,C00411,4,"Good service, just a minor delay."
RV02109,O09578,C00683,5,Food was excellent and delivery was very quick.
RV02110,O06754,C00029,1,Food was disappointing and delivery was extremely slow.
RV02111,O07805,C01727,2,The order was delayed and disappointing.
RV02112,O05042,C00876,3,Food was decent but could have been better.
RV02113,O04612,C01710,4,Food was tasty and delivery was smooth.
RV02114,O09455,C01935,4,Really good experience overall.
RV02115,O08944,C00694,5,Amazing food and great delivery experience.
RV02116,O03309,C00169,4,Really good experience overall.
RV02117,O07204,C00515,5,Amazing food and great delivery experience.
RV02118,O02897,C00256,4,"Good service, just a minor delay."
RV02119,O05055,C00928,4,Food was tasty and delivery was smooth.
RV02120,O04934,C01299,5,Everything was perfect and arrived on time.
RV02121,O04958,C00015,1,"Terrible experience, food arrived very late."
RV02122,O01651,C01188,4,Good food and the delivery was on time.
RV02123,O04340,C01321,5,Food was excellent and delivery was very quick.
RV02124,O09835,C01284,3,"Average experience, nothing special."
RV02125,O09464,C00879,1,Very late delivery and the food was cold.
RV02126,O09858,C00921,2,Food was cold when it arrived.
RV02127,O05707,C01046,5,Amazing food and great delivery experience.
RV02128,O06447,C00435,2,Food was cold when it arrived.
RV02129,O08641,C00792,3,"Average experience, nothing special."
RV02130,O04627,C00946,4,Really good experience overall.
RV02131,O04837,C00358,3,The order was fine overall.
RV02132,O08554,C01874,5,Food was excellent and delivery was very quick.
RV02133,O05755,C01993,3,"Average experience, nothing special."
RV02134,O01010,C00378,2,Food was cold when it arrived.
RV02135,O01917,C01170,3,"Average experience, nothing special."
RV02136,O07162,C01909,2,Not happy with the delivery experience.
RV02137,O01639,C00307,3,Food was decent but could have been better.
RV02138,O07118,C00113,3,"Average experience, nothing special."
RV02139,O06595,C01206,5,"Loved the food, would definitely order again."
RV02140,O04131,C01058,5,Food was excellent and delivery was very quick.
RV02141,O04419,C01277,5,Food was excellent and delivery was very quick.
RV02142,O08974,C01012,5,Everything was perfect and arrived on time.
RV02143,O04107,C01130,4,"Good service, just a minor delay."
RV02144,O03104,C01857,5,Amazing food and great delivery experience.
RV02145,O04401,C00544,5,"Loved the food, would definitely order again."
RV02146,O07626,C00238,2,Delivery was late and the food was not very good.
RV02147,O08894,C01790,4,"Good service, just a minor delay."
RV02148,O06621,C00048,4,"Good service, just a minor delay."
RV02149,O01240,C01642,5,Food was excellent and delivery was very quick.
RV02150,O06347,C01266,4,Good food and the delivery was on time.
RV02151,O03635,C01474,4,Food was tasty and delivery was smooth.
RV02152,O07920,C00110,4,"Good service, just a minor delay."
RV02153,O08070,C01101,3,Food was okay but delivery took some time.
RV02154,O09718,C01332,4,Really good experience overall.
RV02155,O02059,C01350,5,Food was excellent and delivery was very quick.
RV02156,O04405,C00095,4,Really good experience overall.
RV02157,O00406,C01027,5,Amazing food and great delivery experience.
RV02158,O03202,C00916,4,Really good experience overall.
RV02159,O04569,C01286,4,"Good service, just a minor delay."
RV02160,O01383,C00078,3,Food was decent but could have been better.
RV02161,O02530,C01084,5,Food was excellent and delivery was very quick.
RV02162,O06622,C01616,5,"Loved the food, would definitely order again."
RV02163,O09229,C00671,5,Amazing food and great delivery experience.
RV02164,O06815,C00220,5,Everything was perfect and arrived on time.
RV02165,O08285,C00648,4,"Good service, just a minor delay."
RV02166,O05333,C00982,4,Really good experience overall.
RV02167,O02082,C00628,1,"Very poor service, would not order again."
RV02168,O07633,C01225,1,Very late delivery and the food was cold.
RV02169,O02780,C01336,3,"Average experience, nothing special."
RV02170,O02533,C01493,4,Good food and the delivery was on time.
RV02171,O03780,C00421,5,Food was excellent and delivery was very quick.
RV02172,O03576,C01492,4,Good food and the delivery was on time.
RV02173,O01134,C00968,5,"Loved the food, would definitely order again."
RV02174,O00888,C00842,5,Food was excellent and delivery was very quick.
RV02175,O04603,C00861,3,Food was okay but delivery took some time.
RV02176,O07199,C00498,5,Amazing food and great delivery experience.
RV02177,O08702,C00279,3,The order was fine overall.
RV02178,O04848,C00784,4,Good food and the delivery was on time.
RV02179,O00181,C00149,2,The order was delayed and disappointing.
RV02180,O09074,C01459,4,Good food and the delivery was on time.
RV02181,O03629,C00498,1,"Terrible experience, food arrived very late."
RV02182,O08643,C00752,4,Food was tasty and delivery was smooth.
RV02183,O06315,C01815,5,Amazing food and great delivery experience.
RV02184,O08791,C00663,3,The order was fine overall.
RV02185,O00463,C00303,5,"Loved the food, would definitely order again."
RV02186,O07600,C01901,3,The order was fine overall.
RV02187,O09238,C00806,4,Food was tasty and delivery was smooth.
RV02188,O04134,C00059,2,The order was delayed and disappointing.
RV02189,O04684,C01097,5,Amazing food and great delivery experience.
RV02190,O06958,C00273,2,Delivery was late and the food was not very good.
RV02191,O07812,C01076,5,Amazing food and great delivery experience.
RV02192,O04197,C00990,5,"Loved the food, would definitely order again."
RV02193,O02093,C00695,5,Food was excellent and delivery was very quick.
RV02194,O00375,C01795,4,Food was tasty and delivery was smooth.
RV02195,O04301,C01560,5,Everything was perfect and arrived on time.
RV02196,O00102,C00955,4,Really good experience overall.
RV02197,O07432,C00269,4,"Good service, just a minor delay."
RV02198,O02863,C00027,2,Not happy with the delivery experience.
RV02199,O07072,C01732,5,Amazing food and great delivery experience.
RV02200,O03303,C01811,5,Food was excellent and delivery was very quick.
RV02201,O09728,C01031,2,The order was delayed and disappointing.
RV02202,O03434,C01598,2,Delivery was late and the food was not very good.
RV02203,O00438,C00697,3,Food was okay but delivery took some time.
RV02204,O09269,C01905,3,The order was fine overall.
RV02205,O04025,C01037,4,Good food and the delivery was on time.
RV02206,O05041,C01310,2,Not happy with the delivery experience.
RV02207,O03760,C00006,5,Amazing food and great delivery experience.
RV02208,O04849,C01829,5,Food was excellent and delivery was very quick.
RV02209,O08537,C00700,4,Food was tasty and delivery was smooth.
RV02210,O03336,C01964,4,Really good experience overall.
RV02211,O00648,C00221,3,The order was fine overall.
RV02212,O01738,C00484,4,Really good experience overall.
RV02213,O02523,C00836,4,Really good experience overall.
RV02214,O09799,C00123,5,Amazing food and great delivery experience.
RV02215,O04780,C00562,1,"Terrible experience, food arrived very late."
RV02216,O09435,C00358,4,Good food and the delivery was on time.
RV02217,O07677,C01408,4,Food was tasty and delivery was smooth.
RV02218,O01133,C01051,4,Good food and the delivery was on time.
RV02219,O05564,C00444,5,Everything was perfect and arrived on time.
RV02220,O08607,C00443,4,Good food and the delivery was on time.
RV02221,O04078,C01961,1,Very late delivery and the food was cold.
RV02222,O00164,C01301,5,Amazing food and great delivery experience.
RV02223,O09535,C00925,5,Everything was perfect and arrived on time.
RV02224,O00643,C00590,2,Food was cold when it arrived.
RV02225,O00746,C01576,5,Everything was perfect and arrived on time.
RV02226,O04708,C00882,4,Really good experience overall.
RV02227,O07373,C01275,3,Food was decent but could have been better.
RV02228,O09699,C00631,3,The order was fine overall.
RV02229,O00266,C00171,5,Food was excellent and delivery was very quick.
RV02230,O02260,C01564,2,Food was cold when it arrived.
RV02231,O04557,C00970,4,Really good experience overall.
RV02232,O05803,C01412,4,Really good experience overall.
RV02233,O09936,C00167,5,"Loved the food, would definitely order again."
RV02234,O02990,C01675,3,Food was decent but could have been better.
RV02235,O00626,C01381,2,The order was delayed and disappointing.
RV02236,O02362,C00932,2,Food was cold when it arrived.
RV02237,O08501,C00160,4,Good food and the delivery was on time.
RV02238,O06108,C00348,4,Good food and the delivery was on time.
RV02239,O05305,C00511,3,The order was fine overall.
RV02240,O09759,C00529,5,"Loved the food, would definitely order again."
RV02241,O03520,C01684,2,The order was delayed and disappointing.
RV02242,O03582,C00512,5,Everything was perfect and arrived on time.
RV02243,O02997,C00340,4,"Good service, just a minor delay."
RV02244,O09347,C00385,5,"Loved the food, would definitely order again."
RV02245,O01066,C01580,4,Really good experience overall.
RV02246,O02830,C01135,3,"Average experience, nothing special."
RV02247,O06473,C01875,2,Food was cold when it arrived.
RV02248,O08602,C00387,1,Very late delivery and the food was cold.
RV02249,O07030,C00123,5,Everything was perfect and arrived on time.
RV02250,O04682,C00484,4,Really good experience overall.
RV02251,O00944,C00014,1,"Terrible experience, food arrived very late."
RV02252,O06153,C01641,5,Amazing food and great delivery experience.
RV02253,O09413,C01702,5,"Loved the food, would definitely order again."
RV02254,O06855,C00896,5,"Loved the food, would definitely order again."
RV02255,O08289,C01682,2,Food was cold when it arrived.
RV02256,O05014,C00650,3,Food was decent but could have been better.
RV02257,O08491,C01681,2,Delivery was late and the food was not very good.
RV02258,O03457,C00308,2,The order was delayed and disappointing.
RV02259,O03933,C00156,5,"Loved the food, would definitely order again."
RV02260,O05376,C00667,3,"Average experience, nothing special."
RV02261,O02451,C00168,2,Delivery was late and the food was not very good.
RV02262,O05298,C01049,5,Everything was perfect and arrived on time.
RV02263,O08931,C01842,5,"Loved the food, would definitely order again."
RV02264,O09383,C00991,5,Amazing food and great delivery experience.
RV02265,O05828,C00534,5,Everything was perfect and arrived on time.
RV02266,O00115,C01344,4,Really good experience overall.
RV02267,O03978,C00629,1,Very late delivery and the food was cold.
RV02268,O03758,C01726,3,"Average experience, nothing special."
RV02269,O07244,C00619,5,Food was excellent and delivery was very quick.
RV02270,O07314,C00108,3,Food was okay but delivery took some time.
RV02271,O02900,C01852,5,Food was excellent and delivery was very quick.
RV02272,O09471,C00033,5,"Loved the food, would definitely order again."
RV02273,O08559,C01812,4,Really good experience overall.
RV02274,O04354,C01910,5,Food was excellent and delivery was very quick.
RV02275,O03035,C00213,4,Food was tasty and delivery was smooth.
RV02276,O06328,C00440,2,The order was delayed and disappointing.
RV02277,O02858,C00598,5,Everything was perfect and arrived on time.
RV02278,O09118,C00104,2,The order was delayed and disappointing.
RV02279,O05889,C00017,5,Everything was perfect and arrived on time.
RV02280,O08113,C01671,5,"Loved the food, would definitely order again."
RV02281,O09285,C01493,4,Really good experience overall.
RV02282,O09820,C00962,3,Food was decent but could have been better.
RV02283,O09298,C00948,5,Food was excellent and delivery was very quick.
RV02284,O03404,C01355,3,The order was fine overall.
RV02285,O03009,C00359,1,Very late delivery and the food was cold.
RV02286,O00994,C00307,1,"Terrible experience, food arrived very late."
RV02287,O07567,C00399,2,Delivery was late and the food was not very good.
RV02288,O04543,C00758,4,Food was tasty and delivery was smooth.
RV02289,O06956,C00939,4,Really good experience overall.
RV02290,O04020,C01462,4,"Good service, just a minor delay."
RV02291,O04683,C00667,3,The order was fine overall.
RV02292,O04179,C00677,4,"Good service, just a minor delay."
RV02293,O09781,C01769,4,Food was tasty and delivery was smooth.
RV02294,O09769,C00580,5,"Loved the food, would definitely order again."
RV02295,O07148,C01923,3,Food was decent but could have been better.
RV02296,O04456,C00151,4,Really good experience overall.
RV02297,O06765,C00869,5,"Loved the food, would definitely order again."
RV02298,O08200,C00028,4,Good food and the delivery was on time.
RV02299,O00001,C00489,3,Food was decent but could have been better.
RV02300,O05589,C01926,5,Food was excellent and delivery was very quick.
RV02301,O09161,C01444,3,The order was fine overall.
RV02302,O09724,C01310,5,Food was excellent and delivery was very quick.
RV02303,O05024,C00318,5,"Loved the food, would definitely order again."
RV02304,O03340,C00199,3,Food was decent but could have been better.
RV02305,O01915,C01385,5,Amazing food and great delivery experience.
RV02306,O01029,C00275,3,The order was fine overall.
RV02307,O08339,C01532,3,"Average experience, nothing special."
RV02308,O03478,C01433,5,Amazing food and great delivery experience.
RV02309,O05185,C01848,3,Food was okay but delivery took some time.
RV02310,O02507,C01680,2,The order was delayed and disappointing.
RV02311,O03253,C01232,3,The order was fine overall.
RV02312,O07789,C01089,4,"Good service, just a minor delay."
RV02313,O06794,C01691,4,Really good experience overall.
RV02314,O01200,C00349,5,Everything was perfect and arrived on time.
RV02315,O00019,C01726,2,Not happy with the delivery experience.
RV02316,O00134,C01647,5,Amazing food and great delivery experience.
RV02317,O04026,C00122,5,Food was excellent and delivery was very quick.
RV02318,O08655,C01220,4,Good food and the delivery was on time.
RV02319,O07339,C01143,3,Food was okay but delivery took some time.
RV02320,O00635,C00669,3,Food was decent but could have been better.
RV02321,O06862,C00516,5,"Loved the food, would definitely order again."
RV02322,O05879,C01062,5,"Loved the food, would definitely order again."
RV02323,O05380,C00187,5,"Loved the food, would definitely order again."
RV02324,O04790,C00236,5,Amazing food and great delivery experience.
RV02325,O07660,C00021,5,"Loved the food, would definitely order again."
RV02326,O06827,C01955,5,Amazing food and great delivery experience.
RV02327,O05392,C00561,5,Everything was perfect and arrived on time.
RV02328,O02222,C00072,3,Food was okay but delivery took some time.
RV02329,O09108,C01245,3,The order was fine overall.
RV02330,O03597,C00264,2,Delivery was late and the food was not very good.
RV02331,O09879,C00420,2,Food was cold when it arrived.
RV02332,O00633,C01204,4,Food was tasty and delivery was smooth.
RV02333,O06503,C01709,3,Food was decent but could have been better.
RV02334,O01888,C00437,5,Amazing food and great delivery experience.
RV02335,O01470,C00338,2,Delivery was late and the food was not very good.
RV02336,O03207,C00754,4,Food was tasty and delivery was smooth.
RV02337,O08486,C01070,5,Amazing food and great delivery experience.
RV02338,O08298,C00028,3,Food was decent but could have been better.
RV02339,O05827,C00689,4,Food was tasty and delivery was smooth.
RV02340,O03525,C01913,1,"Terrible experience, food arrived very late."
RV02341,O00246,C01765,5,Everything was perfect and arrived on time.
RV02342,O04246,C00565,3,Food was decent but could have been better.
RV02343,O04564,C01945,5,Everything was perfect and arrived on time.
RV02344,O01534,C00029,4,Really good experience overall.
RV02345,O08342,C01738,2,Delivery was late and the food was not very good.
RV02346,O04306,C00109,4,Good food and the delivery was on time.
RV02347,O06532,C01139,4,Good food and the delivery was on time.
RV02348,O08665,C01163,4,Food was tasty and delivery was smooth.
RV02349,O01061,C01266,4,"Good service, just a minor delay."
RV02350,O01167,C00196,5,Food was excellent and delivery was very quick.
RV02351,O09729,C00676,4,Food was tasty and delivery was smooth.
RV02352,O09501,C01856,4,Food was tasty and delivery was smooth.
RV02353,O02673,C01656,2,Delivery was late and the food was not very good.
RV02354,O09515,C01647,4,Really good experience overall.
RV02355,O04993,C01895,2,Not happy with the delivery experience.
RV02356,O03259,C00581,5,Everything was perfect and arrived on time.
RV02357,O05865,C00954,5,Everything was perfect and arrived on time.
RV02358,O08040,C00554,3,Food was okay but delivery took some time.
RV02359,O09067,C00896,2,Food was cold when it arrived.
RV02360,O00371,C00663,4,Really good experience overall.
RV02361,O07150,C00247,4,Really good experience overall.
RV02362,O01535,C00966,4,Food was tasty and delivery was smooth.
RV02363,O07730,C01389,4,Good food and the delivery was on time.
RV02364,O07043,C01317,5,Amazing food and great delivery experience.
RV02365,O06667,C01014,5,Everything was perfect and arrived on time.
RV02366,O03366,C01469,3,Food was decent but could have been better.
RV02367,O02500,C00666,3,Food was decent but could have been better.
RV02368,O02602,C01676,2,Not happy with the delivery experience.
RV02369,O08346,C01689,1,"Very poor service, would not order again."
RV02370,O01351,C00509,5,Everything was perfect and arrived on time.
RV02371,O03681,C00814,5,Amazing food and great delivery experience.
RV02372,O07301,C00309,5,Food was excellent and delivery was very quick.
RV02373,O08608,C00656,3,Food was okay but delivery took some time.
RV02374,O09603,C00415,5,Food was excellent and delivery was very quick.
RV02375,O08634,C01946,2,Food was cold when it arrived.
RV02376,O00423,C00025,5,"Loved the food, would definitely order again."
RV02377,O07964,C00724,3,"Average experience, nothing special."
RV02378,O04909,C01500,3,"Average experience, nothing special."
RV02379,O05066,C00471,5,Food was excellent and delivery was very quick.
RV02380,O05169,C01192,5,"Loved the food, would definitely order again."
RV02381,O02452,C00566,5,"Loved the food, would definitely order again."
RV02382,O09625,C01614,4,Good food and the delivery was on time.
RV02383,O08864,C01815,4,Good food and the delivery was on time.
RV02384,O08835,C00415,2,Delivery was late and the food was not very good.
RV02385,O09265,C00968,3,Food was decent but could have been better.
RV02386,O07229,C00857,4,"Good service, just a minor delay."
RV02387,O07977,C00982,5,Everything was perfect and arrived on time.
RV02388,O00582,C01935,4,Food was tasty and delivery was smooth.
RV02389,O01065,C00634,3,The order was fine overall.
RV02390,O04129,C00233,4,Good food and the delivery was on time.
RV02391,O01123,C00826,3,Food was decent but could have been better.
RV02392,O06025,C00490,4,Really good experience overall.
RV02393,O04697,C01726,5,Amazing food and great delivery experience.
RV02394,O01382,C00994,2,Not happy with the delivery experience.
RV02395,O06966,C01501,1,Food was disappointing and delivery was extremely slow.
RV02396,O06371,C00862,4,Food was tasty and delivery was smooth.
RV02397,O00386,C01150,5,Amazing food and great delivery experience.
RV02398,O01594,C01911,2,Delivery was late and the food was not very good.
RV02399,O08411,C00036,5,"Loved the food, would definitely order again."
RV02400,O05660,C00574,5,Everything was perfect and arrived on time.
RV02401,O01839,C01301,5,"Loved the food, would definitely order again."
RV02402,O04570,C01306,3,The order was fine overall.
