review_id,order_id,customer_id,rating,review_text,sentiment,clean_text,vader_sentiment
RV01747,O00025,C00824,4,Really good experience overall.,Positive,really good experience overall,Positive
RV01748,O09524,C01054,5,Amazing food and great delivery experience.,Positive,amazing food and great delivery experience,Positive
RV01749,O03329,C01678,5,"Loved the food, would definitely order again.",Positive,loved the food would definitely order again,Positive
RV01750,O08523,C01984,4,Really good experience overall.,Positive,really good experience overall,Positive
RV01751,O03701,C01542,5,Everything was perfect and arrived on time.,Positive,everything was perfect and arrived on time,Positive
RV01752,O00078,C01371,2,Not happy with the delivery experience.,Negative,not happy with the delivery experience,Negative
RV01753,O00596,C00082,5,Amazing food and great delivery experience.,Positive,amazing food and great delivery experience,Positive
RV01754,O00858,C01912,5,"Loved the food, would definitely order again.",Positive,loved the food would definitely order again,Positive
RV01755,O02967,C00290,5,Food was excellent and delivery was very quick.,Positive,food was excellent and delivery was very quick,Positive
RV01756,O00372,C00176,2,Food was cold when it arrived.,Negative,food was cold when it arrived,Neutral
RV01757,O08091,C01043,2,Not happy with the delivery experience.,Negative,not happy with the delivery experience,Negative
RV01758,O05406,C00969,5,Everything was perfect and arrived on time.,Positive,everything was perfect and arrived on time,Positive
RV01759,O01773,C01042,4,Good food and the delivery was on time.,Positive,good food and the delivery was on time,Positive
RV01760,O06287,C01751,3,Food was decent but could have been better.,Neutral,food was decent but could have been better,Positive
RV01761,O07347,C01647,5,"Loved the food, would definitely order again.",Positive,loved the food would definitely order again,Positive
RV01762,O09522,C00658,2,Not happy with the delivery experience.,Negative,not happy with the delivery experience,Negative
RV01763,O03231,C01302,3,"Average experience, nothing special.",Neutral,average experience nothing special,Negative
RV01764,O09305,C01843,5,Everything was perfect and arrived on time.,Positive,everything was perfect and arrived on time,Positive
RV01765,O05240,C01177,1,"Terrible experience, food arrived very late.",Negative,terrible experience food arrived very late,Negative
RV01766,O06717,C00466,3,Food was decent but could have been better.,Neutral,food was decent but could have been better,Positive
RV01767,O02508,C00357,2,Delivery was late and the food was not very good.,Negative,delivery was late and the food was not very good,Negative
RV01768,O04435,C00783,3,The order was fine overall.,Neutral,the order was fine overall,Positive
RV01769,O07138,C01562,5,Amazing food and great delivery experience.,Positive,amazing food and great delivery experience,Positive
RV01770,O04317,C01359,4,Food was tasty and delivery was smooth.,Positive,food was tasty and delivery was smooth,Neutral
RV01771,O02127,C00271,2,Delivery was late and the food was not very good.,Negative,delivery was late and the food was not very good,Negative
RV01772,O05490,C00398,2,Not happy with the delivery experience.,Negative,not happy with the delivery experience,Negative
RV01773,O03682,C00655,5,Food was excellent and delivery was very quick.,Positive,food was excellent and delivery was very quick,Positive
RV01774,O05695,C00856,2,The order was delayed and disappointing.,Negative,the order was delayed and disappointing,Negative
RV01775,O08961,C00223,4,Good food and the delivery was on time.,Positive,good food and the delivery was on time,Positive
RV01776,O03513,C01111,4,"Good service, just a minor delay.",Positive,good service just a minor delay,Positive
RV01777,O07367,C00799,3,The order was fine overall.,Neutral,the order was fine overall,Positive
RV01778,O06884,C00105,5,"Loved the food, would definitely order again.",Positive,loved the food would definitely order again,Positive
RV01779,O09590,C00017,2,Delivery was late and the food was not very good.,Negative,delivery was late and the food was not very good,Negative
RV01780,O07505,C00488,4,Really good experience overall.,Positive,really good experience overall,Positive
RV01781,O08787,C01249,4,Really good experience overall.,Positive,really good experience overall,Positive
RV01782,O08544,C00764,1,"Terrible experience, food arrived very late.",Negative,terrible experience food arrived very late,Negative
RV01783,O00287,C00841,5,Food was excellent and delivery was very quick.,Positive,food was excellent and delivery was very quick,Positive
RV01784,O04953,C01281,4,Good food and the delivery was on time.,Positive,good food and the delivery was on time,Positive
RV01785,O09077,C00839,5,Amazing food and great delivery experience.,Positive,amazing food and great delivery experience,Positive
RV01786,O01109,C01439,1,Very late delivery and the food was cold.,Negative,very late delivery and the food was cold,Neutral
RV01787,O05683,C01934,4,Food was tasty and delivery was smooth.,Positive,food was tasty and delivery was smooth,Neutral
RV01788,O05011,C01491,4,Good food and the delivery was on time.,Positive,good food and the delivery was on time,Positive
RV01789,O00892,C01257,5,Food was excellent and delivery was very quick.,Positive,food was excellent and delivery was very quick,Positive
RV01790,O07070,C01588,3,The order was fine overall.,Neutral,the order was fine overall,Positive
RV01791,O05847,C01029,1,Food was disappointing and delivery was extremely slow.,Negative,food was disappointing and delivery was extremely slow,Negative
RV01792,O03958,C01920,4,"Good service, just a minor delay.",Positive,good service just a minor delay,Positive
RV01793,O01444,C00034,1,Very late delivery and the food was cold.,Negative,very late delivery and the food was cold,Neutral
RV01794,O02923,C01793,5,Everything was perfect and arrived on time.,Positive,everything was perfect and arrived on time,Positive
RV01795,O08633,C00214,3,"Average experience, nothing special.",Neutral,average experience nothing special,Negative
RV01796,O08564,C01995,4,Good food and the delivery was on time.,Positive,good food and the delivery was on time,Positive
RV01797,O02710,C01037,4,Good food and the delivery was on time.,Positive,good food and the delivery was on time,Positive
RV01798,O08353,C01262,4,Really good experience overall.,Positive,really good experience overall,Positive
RV01799,O09945,C01605,5,"Loved the food, would definitely order again.",Positive,loved the food would definitely order again,Positive
RV01800,O02720,C00840,5,Everything was perfect and arrived on time.,Positive,everything was perfect and arrived on time,Positive
RV01801,O05866,C00515,4,Food was tasty and delivery was smooth.,Positive,food was tasty and delivery was smooth,Neutral
RV01802,O06333,C00847,4,"Good service, just a minor delay.",Positive,good service just a minor delay,Positive
RV01803,O03193,C00360,3,Food was decent but could have been better.,Neutral,food was decent but could have been better,Positive
RV01804,O05733,C01473,1,"Very poor service, would not order again.",Negative,very poor service would not order again,Negative
RV01805,O00179,C01441,3,Food was decent but could have been better.,Neutral,food was decent but could have been better,Positive
RV01806,O06183,C00944,3,Food was decent but could have been better.,Neutral,food was decent but could have been better,Positive
RV01807,O07683,C00577,3,Food was okay but delivery took some time.,Neutral,food was okay but delivery took some time,Positive
RV01808,O09617,C00271,4,Good food and the delivery was on time.,Positive,good food and the delivery was on time,Positive
RV01809,O02072,C01834,3,Food was okay but delivery took some time.,Neutral,food was okay but delivery took some time,Positive
RV01810,O04818,C01038,5,Amazing food and great delivery experience.,Positive,amazing food and great delivery experience,Positive
RV01811,O00995,C00548,2,Delivery was late and the food was not very good.,Negative,delivery was late and the food was not very good,Negative
RV01812,O00280,C01919,5,Amazing food and great delivery experience.,Positive,amazing food and great delivery experience,Positive
RV01813,O00100,C01757,4,"Good service, just a minor delay.",Positive,good service just a minor delay,Positive
RV01814,O09061,C01681,4,Good food and the delivery was on time.,Positive,good food and the delivery was on time,Positive
RV01815,O01959,C00072,3,Food was decent but could have been better.,Neutral,food was decent but could have been better,Positive
RV01816,O01782,C00514,2,Food was cold when it arrived.,Negative,food was cold when it arrived,Neutral
RV01817,O02971,C00193,5,Food was excellent and delivery was very quick.,Positive,food was excellent and delivery was very quick,Positive
RV01818,O05904,C00100,4,"Good service, just a minor delay.",Positive,good service just a minor delay,Positive
RV01819,O07049,C01231,3,Food was decent but could have been better.,Neutral,food was decent but could have been better,Positive
RV01820,O08123,C01842,5,Amazing food and great delivery experience.,Positive,amazing food and great delivery experience,Positive
RV01821,O03508,C00671,2,Delivery was late and the food was not very good.,Negative,delivery was late and the food was not very good,Negative
RV01822,O06224,C01213,3,Food was decent but could have been better.,Neutral,food was decent but could have been better,Positive
RV01823,O04234,C01652,3,Food was okay but delivery took some time.,Neutral,food was okay but delivery took some time,Positive
RV01824,O04268,C00756,2,Not happy with the delivery experience.,Negative,not happy with the delivery experience,Negative
RV01825,O02215,C00832,4,Food was tasty and delivery was smooth.,Positive,food was tasty and delivery was smooth,Neutral
RV01826,O01430,C01361,1,Very late delivery and the food was cold.,Negative,very late delivery and the food was cold,Neutral
RV01827,O03972,C00988,5,Everything was perfect and arrived on time.,Positive,everything was perfect and arrived on time,Positive
RV01828,O05918,C00968,5,Food was excellent and delivery was very quick.,Positive,food was excellent and delivery was very quick,Positive
RV01829,O02159,C00792,3,Food was decent but could have been better.,Neutral,food was decent but could have been better,Positive
RV01830,O01120,C01957,5,Everything was perfect and arrived on time.,Positive,everything was perfect and arrived on time,Positive
RV01831,O06225,C00012,5,Food was excellent and delivery was very quick.,Positive,food was excellent and delivery was very quick,Positive
RV01832,O05273,C01838,5,Amazing food and great delivery experience.,Positive,amazing food and great delivery experience,Positive
RV01833,O02463,C00562,1,"Terrible experience, food arrived very late.",Negative,terrible experience food arrived very late,Negative
RV01834,O07768,C00893,4,Really good experience overall.,Positive,really good experience overall,Positive
RV01835,O06638,C00819,2,The order was delayed and disappointing.,Negative,the order was delayed and disappointing,Negative
RV01836,O08414,C01325,1,Very late delivery and the food was cold.,Negative,very late delivery and the food was cold,Neutral
RV01837,O04320,C01825,3,Food was okay but delivery took some time.,Neutral,food was okay but delivery took some time,Positive
RV01838,O04692,C01891,5,Amazing food and great delivery experience.,Positive,amazing food and great delivery experience,Positive
RV01839,O09711,C00077,3,"Average experience, nothing special.",Neutral,average experience nothing special,Negative
RV01840,O07675,C01005,5,Everything was perfect and arrived on time.,Positive,everything was perfect and arrived on time,Positive
RV01841,O09220,C00650,5,Everything was perfect and arrived on time.,Positive,everything was perfect and arrived on time,Positive
RV01842,O01805,C01399,3,"Average experience, nothing special.",Neutral,average experience nothing special,Negative
RV01843,O04228,C00049,5,"Loved the food, would definitely order again.",Positive,loved the food would definitely order again,Positive
RV01844,O01017,C01168,4,Good food and the delivery was on time.,Positive,good food and the delivery was on time,Positive
RV01845,O03106,C00318,2,Not happy with the delivery experience.,Negative,not happy with the delivery experience,Negative
RV01846,O09594,C01526,5,Amazing food and great delivery experience.,Positive,amazing food and great delivery experience,Positive
RV01847,O01176,C01522,4,Really good experience overall.,Positive,really good experience overall,Positive
RV01848,O09733,C00420,4,"Good service, just a minor delay.",Positive,good service just a minor delay,Positive
RV01849,O03708,C00412,4,Food was tasty and delivery was smooth.,Positive,food was tasty and delivery was smooth,Neutral
RV01850,O09568,C01968,5,Amazing food and great delivery experience.,Positive,amazing food and great delivery experience,Positive
RV01851,O05259,C01661,5,"Loved the food, would definitely order again.",Positive,loved the food would definitely order again,Positive
RV01852,O09193,C01627,3,The order was fine overall.,Neutral,the order was fine overall,Positive
RV01853,O09437,C00444,5,Food was excellent and delivery was very quick.,Positive,food was excellent and delivery was very quick,Positive
RV01854,O05219,C01741,4,Food was tasty and delivery was smooth.,Positive,food was tasty and delivery was smooth,Neutral
RV01855,O01111,C01320,4,"Good service, just a minor delay.",Positive,good service just a minor delay,Positive
RV01856,O00876,C01754,5,Amazing food and great delivery experience.,Positive,amazing food and great delivery experience,Positive
RV01857,O04608,C01463,4,Really good experience overall.,Positive,really good experience overall,Positive
RV01858,O07363,C01284,4,"Good service, just a minor delay.",Positive,good service just a minor delay,Positive
RV01859,O02914,C01847,5,"Loved the food, would definitely order again.",Positive,loved the food would definitely order again,Positive
RV01860,O02170,C00049,5,Everything was perfect and arrived on time.,Positive,everything was perfect and arrived on time,Positive
RV01861,O08638,C01854,4,Really good experience overall.,Positive,really good experience overall,Positive
RV01862,O04050,C00701,5,Amazing food and great delivery experience.,Positive,amazing food and great delivery experience,Positive
RV01863,O09284,C00787,5,Amazing food and great delivery experience.,Positive,amazing food and great delivery experience,Positive
RV01864,O04592,C01173,5,Everything was perfect and arrived on time.,Positive,everything was perfect and arrived on time,Positive
RV01865,O04537,C00582,5,Everything was perfect and arrived on time.,Positive,everything was perfect and arrived on time,Positive
RV01866,O01432,C01885,4,Food was tasty and delivery was smooth.,Positive,food was tasty and delivery was smooth,Neutral
RV01867,O03225,C01910,3,Food was decent but could have been better.,Neutral,food was decent but could have been better,Positive
RV01868,O00983,C00649,3,Food was decent but could have been better.,Neutral,food was decent but could have been better,Positive
RV01869,O01683,C01189,2,Food was cold when it arrived.,Negative,food was cold when it arrived,Neutral
RV01870,O02470,C00510,3,The order was fine overall.,Neutral,the order was fine overall,Positive
RV01871,O06152,C01162,5,"Loved the food, would definitely order again.",Positive,loved the food would definitely order again,Positive
RV01872,O01421,C01754,5,"Loved the food, would definitely order again.",Positive,loved the food would definitely order again,Positive
RV01873,O03527,C00487,3,Food was decent but could have been better.,Neutral,food was decent but could have been better,Positive
RV01874,O07080,C00877,3,Food was okay but delivery took some time.,Neutral,food was okay but delivery took some time,Positive
RV01875,O08789,C00555,5,"Loved the food, would definitely order again.",Positive,loved the food would definitely order again,Positive
RV01876,O02268,C01791,3,Food was okay but delivery took some time.,Neutral,food was okay but delivery took some time,Positive
RV01877,O07827,C01162,3,"Average experience, nothing special.",Neutral,average experience nothing special,Negative
RV01878,O05078,C01955,3,Food was okay but delivery took some time.,Neutral,food was okay but delivery took some time,Positive
RV01879,O02643,C00739,5,"Loved the food, would definitely order again.",Positive,loved the food would definitely order again,Positive
RV01880,O09187,C01280,3,The order was fine overall.,Neutral,the order was fine overall,Positive
RV01881,O02527,C01513,5,Everything was perfect and arrived on time.,Positive,everything was perfect and arrived on time,Positive
RV01882,O05584,C00210,4,"Good service, just a minor delay.",Positive,good service just a minor delay,Positive
RV01883,O07884,C00046,5,Amazing food and great delivery experience.,Positive,amazing food and great delivery experience,Positive
RV01884,O07269,C00089,2,Not happy with the delivery experience.,Negative,not happy with the delivery experience,Negative
RV01885,O04995,C00592,1,"Very poor service, would not order again.",Negative,very poor service would not order again,Negative
RV01886,O04040,C00519,3,Food was decent but could have been better.,Neutral,food was decent but could have been better,Positive
RV01887,O01529,C00419,3,Food was okay but delivery took some time.,Neutral,food was okay but delivery took some time,Positive
RV01888,O07413,C01400,3,The order was fine overall.,Neutral,the order was fine overall,Positive
RV01889,O06887,C01596,2,Food was cold when it arrived.,Negative,food was cold when it arrived,Neutral
RV01890,O07810,C00871,5,Amazing food and great delivery experience.,Positive,amazing food and great delivery experience,Positive
RV01891,O08693,C01609,5,Everything was perfect and arrived on time.,Positive,everything was perfect and arrived on time,Positive
RV01892,O00363,C00359,4,Good food and the delivery was on time.,Positive,good food and the delivery was on time,Positive
RV01893,O07585,C00205,4,Really good experience overall.,Positive,really good experience overall,Positive
RV01894,O02175,C01382,5,Food was excellent and delivery was very quick.,Positive,food was excellent and delivery was very quick,Positive
RV01895,O08281,C01529,1,Food was disappointing and delivery was extremely slow.,Negative,food was disappointing and delivery was extremely slow,Negative
RV01896,O09654,C00655,5,Food was excellent and delivery was very quick.,Positive,food was excellent and delivery was very quick,Positive
RV01897,O03249,C01104,4,Food was tasty and delivery was smooth.,Positive,food was tasty and delivery was smooth,Neutral
RV01898,O04720,C01959,4,"Good service, just a minor delay.",Positive,good service just a minor delay,Positive
RV01899,O05907,C01369,5,Amazing food and great delivery experience.,Positive,amazing food and great delivery experience,Positive
RV01900,O09214,C00139,5,"Loved the food, would definitely order again.",Positive,loved the food would definitely order again,Positive
RV01901,O09237,C00322,5,Food was excellent and delivery was very quick.,Positive,food was excellent and delivery was very quick,Positive
RV01902,O06984,C00021,4,Really good experience overall.,Positive,really good experience overall,Positive
RV01903,O09740,C01713,4,Food was tasty and delivery was smooth.,Positive,food was tasty and delivery was smooth,Neutral
RV01904,O00322,C01228,3,The order was fine overall.,Neutral,the order was fine overall,Positive
RV01905,O04518,C00496,4,"Good service, just a minor delay.",Positive,good service just a minor delay,Positive
RV01906,O00022,C00196,3,Food was okay but delivery took some time.,Neutral,food was okay but delivery took some time,Positive
RV01907,O05712,C00264,2,Delivery was late and the food was not very good.,Negative,delivery was late and the food was not very good,Negative
RV01908,O09207,C00949,4,Really good experience overall.,Positive,really good experience overall,Positive
RV01909,O08751,C00269,4,Food was tasty and delivery was smooth.,Positive,food was tasty and delivery was smooth,Neutral
RV01910,O04345,C00217,3,"Average experience, nothing special.",Neutral,average experience nothing special,Negative
RV01911,O07288,C00486,4,Really good experience overall.,Positive,really good experience overall,Positive
RV01912,O02853,C01712,2,Not happy with the delivery experience.,Negative,not happy with the delivery experience,Negative
RV01913,O06139,C00139,4,Really good experience overall.,Positive,really good experience overall,Positive
RV01914,O04102,C00520,4,Good food and the delivery was on time.,Positive,good food and the delivery was on time,Positive
RV01915,O09259,C01221,4,"Good service, just a minor delay.",Positive,good service just a minor delay,Positive
RV01916,O01237,C01722,2,Food was cold when it arrived.,Negative,food was cold when it arrived,Neutral
RV01917,O02734,C01375,5,Everything was perfect and arrived on time.,Positive,everything was perfect and arrived on time,Positive
RV01918,O07023,C00696,5,Amazing food and great delivery experience.,Positive,amazing food and great delivery experience,Positive
RV01919,O03429,C01413,4,Really good experience overall.,Positive,really good experience overall,Positive
RV01920,O09466,C01529,5,"Loved the food, would definitely order again.",Positive,loved the food would definitely order again,Positive
RV01921,O09324,C00367,1,Food was disappointing and delivery was extremely slow.,Negative,food was disappointing and delivery was extremely slow,Negative
RV01922,O07609,C00544,5,Food was excellent and delivery was very quick.,Positive,food was excellent and delivery was very quick,Positive
RV01923,O03419,C01733,4,"Good service, just a minor delay.",Positive,good service just a minor delay,Positive
RV01924,O05650,C01426,5,Food was excellent and delivery was very quick.,Positive,food was excellent and delivery was very quick,Positive
RV01925,O02960,C00618,2,Delivery was late and the food was not very good.,Negative,delivery was late and the food was not very good,Negative
RV01926,O07726,C00826,4,Food was tasty and delivery was smooth.,Positive,food was tasty and delivery was smooth,Neutral
RV01927,O04580,C00624,5,"Loved the food, would definitely order again.",Positive,loved the food would definitely order again,Positive
RV01928,O06774,C01352,3,Food was decent but could have been better.,Neutral,food was decent but could have been better,Positive
RV01929,O08745,C00843,4,Really good experience overall.,Positive,really good experience overall,Positive
RV01930,O02845,C00245,2,Food was cold when it arrived.,Negative,food was cold when it arrived,Neutral
RV01931,O02879,C01478,5,Everything was perfect and arrived on time.,Positive,everything was perfect and arrived on time,Positive
RV01932,O07474,C00355,3,Food was okay but delivery took some time.,Neutral,food was okay but delivery took some time,Positive
RV01933,O03811,C01200,2,Food was cold when it arrived.,Negative,food was cold when it arrived,Neutral
RV01934,O07309,C00740,4,Good food and the delivery was on time.,Positive,good food and the delivery was on time,Positive
RV01935,O02210,C00606,3,Food was decent but could have been better.,Neutral,food was decent but could have been better,Positive
RV01936,O03927,C01213,5,"Loved the food, would definitely order again.",Positive,loved the food would definitely order again,Positive
RV01937,O02844,C00017,5,"Loved the food, would definitely order again.",Positive,loved the food would definitely order again,Positive
RV01938,O09245,C00832,4,"Good service, just a minor delay.",Positive,good service just a minor delay,Positive
RV01939,O00774,C01314,1,"Terrible experience, food arrived very late.",Negative,terrible experience food arrived very late,Negative
RV01940,O03496,C00677,3,The order was fine overall.,Neutral,the order was fine overall,Positive
RV01941,O04556,C00327,1,Very late delivery and the food was cold.,Negative,very late delivery and the food was cold,Neutral
RV01942,O02191,C00653,5,Amazing food and great delivery experience.,Positive,amazing food and great delivery experience,Positive
RV01943,O09972,C00649,3,Food was decent but could have been better.,Neutral,food was decent but could have been better,Positive
RV01944,O06630,C01027,5,Amazing food and great delivery experience.,Positive,amazing food and great delivery experience,Positive
RV01945,O06605,C01293,3,Food was decent but could have been better.,Neutral,food was decent but could have been better,Positive
RV01946,O01568,C01046,4,"Good service, just a minor delay.",Positive,good service just a minor delay,Positive
RV01947,O01816,C00440,1,"Terrible experience, food arrived very late.",Negative,terrible experience food arrived very late,Negative
RV01948,O04412,C01104,5,Everything was perfect and arrived on time.,Positive,everything was perfect and arrived on time,Positive
RV01949,O09110,C01530,4,"Good service, just a minor delay.",Positive,good service just a minor delay,Positive
RV01950,O02130,C00792,2,Food was cold when it arrived.,Negative,food was cold when it arrived,Neutral
RV01951,O01057,C01897,5,Amazing food and great delivery experience.,Positive,amazing food and great delivery experience,Positive
RV01952,O07828,C01030,3,Food was decent but could have been better.,Neutral,food was decent but could have been better,Positive
RV01953,O05325,C01380,1,Food was disappointing and delivery was extremely slow.,Negative,food was disappointing and delivery was extremely slow,Negative
RV01954,O03481,C01797,4,Good food and the delivery was on time.,Positive,good food and the delivery was on time,Positive
RV01955,O01550,C01906,3,The order was fine overall.,Neutral,the order was fine overall,Positive
RV01956,O08017,C00996,5,Food was excellent and delivery was very quick.,Positive,food was excellent and delivery was very quick,Positive
RV01957,O04298,C00922,2,The order was delayed and disappointing.,Negative,the order was delayed and disappointing,Negative
RV01958,O04055,C00423,3,Food was okay but delivery took some time.,Neutral,food was okay but delivery took some time,Positive
RV01959,O02406,C01254,4,Food was tasty and delivery was smooth.,Positive,food was tasty and delivery was smooth,Neutral
RV01960,O07492,C00447,5,Everything was perfect and arrived on time.,Positive,everything was perfect and arrived on time,Positive
RV01961,O02355,C01060,3,Food was okay but delivery took some time.,Neutral,food was okay but delivery took some time,Positive
RV01962,O07124,C01382,4,Really good experience overall.,Positive,really good experience overall,Positive
RV01963,O06683,C00723,2,Food was cold when it arrived.,Negative,food was cold when it arrived,Neutral
RV01964,O05264,C01459,2,Food was cold when it arrived.,Negative,food was cold when it arrived,Neutral
RV01965,O04420,C01193,5,Everything was perfect and arrived on time.,Positive,everything was perfect and arrived on time,Positive
RV01966,O04634,C01978,3,The order was fine overall.,Neutral,the order was fine overall,Positive
RV01967,O03493,C01007,4,Food was tasty and delivery was smooth.,Positive,food was tasty and delivery was smooth,Neutral
RV01968,O00250,C01468,2,The order was delayed and disappointing.,Negative,the order was delayed and disappointing,Negative
RV01969,O03519,C00619,3,"Average experience, nothing special.",Neutral,average experience nothing special,Negative
RV01970,O07962,C00633,4,Really good experience overall.,Positive,really good experience overall,Positive
RV01971,O09586,C01444,1,"Very poor service, would not order again.",Negative,very poor service would not order again,Negative
RV01972,O03817,C00864,3,Food was decent but could have been better.,Neutral,food was decent but could have been better,Positive
RV01973,O02839,C01754,3,Food was decent but could have been better.,Neutral,food was decent but could have been better,Positive
RV01974,O09473,C01791,2,Not happy with the delivery experience.,Negative,not happy with the delivery experience,Negative
RV01975,O00146,C01034,3,"Average experience, nothing special.",Neutral,average experience nothing special,Negative
RV01976,O07395,C01460,4,Food was tasty and delivery was smooth.,Positive,food was tasty and delivery was smooth,Neutral
RV01977,O01427,C00240,5,Amazing food and great delivery experience.,Positive,amazing food and great delivery experience,Positive
RV01978,O00605,C01328,3,Food was okay but delivery took some time.,Neutral,food was okay but delivery took some time,Positive
RV01979,O01656,C01776,4,Food was tasty and delivery was smooth.,Positive,food was tasty and delivery was smooth,Neutral
RV01980,O07549,C01252,1,Food was disappointing and delivery was extremely slow.,Negative,food was disappointing and delivery was extremely slow,Negative
RV01981,O02438,C01437,4,Food was tasty and delivery was smooth.,Positive,food was tasty and delivery was smooth,Neutral
RV01982,O07121,C00575,4,Really good experience overall.,Positive,really good experience overall,Positive
RV01983,O08104,C01845,4,Good food and the delivery was on time.,Positive,good food and the delivery was on time,Positive
RV01984,O01101,C01131,4,Really good experience overall.,Positive,really good experience overall,Positive
RV01985,O08139,C01466,5,"Loved the food, would definitely order again.",Positive,loved the food would definitely order again,Positive
RV01986,O08031,C00898,1,"Very poor service, would not order again.",Negative,very poor service would not order again,Negative
RV01987,O07009,C00397,1,Very late delivery and the food was cold.,Negative,very late delivery and the food was cold,Neutral
RV01988,O08060,C00301,5,"Loved the food, would definitely order again.",Positive,loved the food would definitely order again,Positive
RV01989,O08513,C00117,4,"Good service, just a minor delay.",Positive,good service just a minor delay,Positive
RV01990,O07548,C00434,3,"Average experience, nothing special.",Neutral,average experience nothing special,Negative
RV01991,O08320,C01891,5,Everything was perfect and arrived on time.,Positive,everything was perfect and arrived on time,Positive
RV01992,O00820,C00982,4,Good food and the delivery was on time.,Positive,good food and the delivery was on time,Positive
RV01993,O05067,C01710,4,Good food and the delivery was on time.,Positive,good food and the delivery was on time,Positive
RV01994,O03656,C00987,4,Good food and the delivery was on time.,Positive,good food and the delivery was on time,Positive
RV01995,O08256,C01430,5,Amazing food and great delivery experience.,Positive,amazing food and great delivery experience,Positive
RV01996,O01768,C01657,3,"Average experience, nothing special.",Neutral,average experience nothing special,Negative
RV01997,O04113,C00113,5,"Loved the food, would definitely order again.",Positive,loved the food would definitely order again,Positive
RV01998,O03993,C01407,3,"Average experience, nothing special.",Neutral,average experience nothing special,Negative
RV01999,O07084,C01972,4,Good food and the delivery was on time.,Positive,good food and the delivery was on time,Positive
RV02000,O05540,C00942,5,Food was excellent and delivery was very quick.,Positive,food was excellent and delivery was very quick,Positive
RV02001,O09614,C01754,4,"Good service, just a minor delay.",Positive,good service just a minor delay,Positive
RV02002,O04686,C01267,2,Delivery was late and the food was not very good.,Negative,delivery was late and the food was not very good,Negative
RV02003,O08183,C01185,5,Amazing food and great delivery experience.,Positive,amazing food and great delivery experience,Positive
RV02004,O01274,C00869,5,Food was excellent and delivery was very quick.,Positive,food was excellent and delivery was very quick,Positive
RV02005,O03205,C00135,2,Food was cold when it arrived.,Negative,food was cold when it arrived,Neutral
RV02006,O00628,C01593,4,Good food and the delivery was on time.,Positive,good food and the delivery was on time,Positive
RV02007,O06674,C01572,3,The order was fine overall.,Neutral,the order was fine overall,Positive
RV02008,O09890,C00416,4,Really good experience overall.,Positive,really good experience overall,Positive
RV02009,O06111,C01784,2,Food was cold when it arrived.,Negative,food was cold when it arrived,Neutral
RV02010,O02220,C01102,5,Amazing food and great delivery experience.,Positive,amazing food and great delivery experience,Positive
RV02011,O04783,C00593,5,Amazing food and great delivery experience.,Positive,amazing food and great delivery experience,Positive
RV02012,O03621,C00348,3,"Average experience, nothing special.",Neutral,average experience nothing special,Negative
RV02013,O00999,C00395,3,The order was fine overall.,Neutral,the order was fine overall,Positive
RV02014,O01973,C00626,4,Good food and the delivery was on time.,Positive,good food and the delivery was on time,Positive
RV02015,O05065,C01448,4,Good food and the delivery was on time.,Positive,good food and the delivery was on time,Positive
RV02016,O02810,C01878,3,Food was okay but delivery took some time.,Neutral,food was okay but delivery took some time,Positive
RV02017,O00323,C00520,1,"Terrible experience, food arrived very late.",Negative,terrible experience food arrived very late,Negative
RV02018,O02050,C00593,3,The order was fine overall.,Neutral,the order was fine overall,Positive
RV02019,O01053,C00334,4,Really good experience overall.,Positive,really good experience overall,Positive
RV02020,O08180,C00711,4,Really good experience overall.,Positive,really good experience overall,Positive
RV02021,O02016,C00107,5,Everything was perfect and arrived on time.,Positive,everything was perfect and arrived on time,Positive
RV02022,O05192,C00610,3,The order was fine overall.,Neutral,the order was fine overall,Positive
RV02023,O08629,C00123,5,Amazing food and great delivery experience.,Positive,amazing food and great delivery experience,Positive
RV02024,O06313,C00378,1,Very late delivery and the food was cold.,Negative,very late delivery and the food was cold,Neutral
RV02025,O01797,C00489,4,Really good experience overall.,Positive,really good experience overall,Positive
RV02026,O02347,C01556,4,"Good service, just a minor delay.",Positive,good service just a minor delay,Positive
RV02027,O06753,C00945,5,Amazing food and great delivery experience.,Positive,amazing food and great delivery experience,Positive
RV02028,O02342,C00040,3,Food was okay but delivery took some time.,Neutral,food was okay but delivery took some time,Positive
RV02029,O07045,C00292,4,"Good service, just a minor delay.",Positive,good service just a minor delay,Positive
RV02030,O05383,C01624,4,Really good experience overall.,Positive,really good experience overall,Positive
RV02031,O03414,C00331,5,Amazing food and great delivery experience.,Positive,amazing food and great delivery experience,Positive
RV02032,O00836,C01603,5,Amazing food and great delivery experience.,Positive,amazing food and great delivery experience,Positive
RV02033,O07385,C00180,5,Amazing food and great delivery experience.,Positive,amazing food and great delivery experience,Positive
RV02034,O03995,C01429,4,Food was tasty and delivery was smooth.,Positive,food was tasty and delivery was smooth,Neutral
RV02035,O07804,C00166,4,Food was tasty and delivery was smooth.,Positive,food was tasty and delivery was smooth,Neutral
RV02036,O03684,C00783,2,The order was delayed and disappointing.,Negative,the order was delayed and disappointing,Negative
RV02037,O08806,C01327,5,Food was excellent and delivery was very quick.,Positive,food was excellent and delivery was very quick,Positive
RV02038,O01209,C01554,3,The order was fine overall.,Neutral,the order was fine overall,Positive
RV02039,O04402,C00649,4,Really good experience overall.,Positive,really good experience overall,Positive
